File,Aleph system no.,Author,Title,Language,Location,Date,DOM ID,Type,Genre
nogenre.xlsx,014829747,"Smith, Afterwards Smith-stanier, Hubert","Tent Life with English Gipsies in Norway... With... illustrations and map, etc.",eng,London,1874,lsidyv3bc1f12d,,
nogenre.xlsx,014829748,"Smith, J. Gray","A Brief Historical, Statistical, and Descriptive Review of East Tennessee, United States of America, developing its... advantages, with Remarks to Emigrants, etc.",eng,London,1842,lsidyv3ccc1f5a,,
nogenre.xlsx,014829750,"Smith, James",A Pilgrimage to Egypt: an account of a visit to Lower Egypt... With... illustrations.,eng,Aberdeen,1897,lsidyv3c5774aa,,
nogenre.xlsx,014829751,"Smith, James","A Pilgrimage to Italy, etc.",eng,Aberdeen,1899,lsidyv3bf45f47,,
nogenre.xlsx,014829752,"Smith, James","A Pilgrimage to Palestine. An account of a visit to Lower Palestine, 1893-1894... With numerous illustrations.",eng,Aberdeen,1895,lsidyv3bb2e337,,
nogenre.xlsx,014829753,"Smith, James, Of Jordan Hill",Researches in newer pliocene and post-tertiary geology.,eng,Glasgow,1862,lsidyv3cc2b247,,
nogenre.xlsx,014829754,"Smith, James, Of Melbourne",From Melbourne to Melrose.,eng,Melbourne,1888,lsidyv3cc976d0,,
nogenre.xlsx,014829755,"Smith, James, Of Melbourne",Wilton and its associations... With illustrations... by W. F. Tiffin.,eng,Salisbury,1851,lsidyv3c17f198,,
nogenre.xlsx,014829758,"Smith, Jane Stewart","The Grange of St. Giles, the Bass: and the other baronial homes of the Dick-Lauder family. Written and illustrated... by Mrs. J. S. Smith.",eng,Edinburgh,1898,lsidyv2af11d44,,
nogenre.xlsx,014829759,"Smith, Jerome Van Crowninshield","Pilgrimage to Egypt, embracing a diary of explorations on the Nile; with observations illustrative of the manners... of the people and of the present condition of antiquities and ruins.",eng,Boston,1852,lsidyv3c5f421d,,
nogenre.xlsx,014829760,"Smith, Jerome Van Crowninshield",Turkey and the Turks... Second edition.,eng,Boston,1857,lsidyv3b9bdcfc,,
nogenre.xlsx,014829763,"Smith, John, Of Gray's Inn",A Month in France and Switzerland during the Autumn of 1824.,eng,London,1825,lsidyv3c9084c9,,
nogenre.xlsx,014829764,"Smith, John",Platonic Affections.,eng,London,1896,lsidyv3a497573,,
nogenre.xlsx,014829766,"Smith, J. E., John Edward","St John the Evangelist, Westminster: parochial memorials.",eng,London,1892,lsidyv3c487217,,
nogenre.xlsx,014829767,"Smith, J. F., John Frederick","Amy Lawrence, the Freemason's Daughter.",eng,London,1860,lsidyv39acd62e,,
nogenre.xlsx,014829768,"Smith, J. F., John Frederick",The Chronicles of Stanfield Hall.,eng,London,1851,lsidyv39c2826b,,
nogenre.xlsx,014829770,"Smith, J. F., John Frederick","Rochester: or, the Merry Days of Merry England.",eng,London,1854,lsidyv39f60ba4,,
nogenre.xlsx,014829772,"Smith, J. F., John Frederick",The Will and the Way... Illustrated by Sir John Gilbert.,eng,London,1888,lsidyv3981304c,,
nogenre.xlsx,014829773,"Smith, John Guthrie","Strathendrick and its Inhabitants from early times. An account of the parishes of Fintry, Balfron, Killearn, Drymen, Buchanan, and Kilmaronock.",eng,Glasgow,1896,lsidyv3c303cd7,,
nogenre.xlsx,014829774,"Smith, John Thomas",An Antiquarian Ramble in the streets of London; with anecdotes of their more celebrated residents... Edited by C. Mackay.,eng,London,1846,lsidyv3cc4741a,,
nogenre.xlsx,014829775,"Smith, Julian",A Page of Life.,eng,London,1894,lsidyv3a6470ae,,
nogenre.xlsx,014829776,"Smith, Lee S",Through Egypt to Palestine... Fifteen full page illustrations.,eng,Chicago,1896,lsidyv3c6a3671,,
nogenre.xlsx,014829778,"Smith, Maria Priscilla","Castle-Deloraine; or, the Ruined Peer.",eng,London,1851,lsidyv39f02560,,
nogenre.xlsx,014829780,"Smith, Mary Ettie V., Mrs",Fifteen Years among the Mormons: being the narrative of Mrs. M. E. V. Smith... by N. W. Green.,eng,New-York,1858,lsidyv30194651,,
nogenre.xlsx,014829781,"Smith, Mary Ettie V., Mrs","Mormonism; its rise, progress, and present condition; embracing the narrative of Mrs. M. E. V. Smith of her residence... of fifteen years with the Mormons... with other startling facts and statements... by N. W. Green.",eng,Hartford,1870,lsidyv30194fc8,,
nogenre.xlsx,014829783,"Smith, Roandeu Albert Henry Bickford",Cretan Sketches... Illustrated by Melton Prior.,eng,London,1898,lsidyv30a2984b,,
nogenre.xlsx,014829784,"Smith, Roandeu Albert Henry Bickford",Greece under King George.,eng,London,1893,lsidyv3bfd0267,,
nogenre.xlsx,014829786,"Smith, Sydney","The Works of the Rev. Sydney Smith, etc.",eng,New-York,1844,lsidyv32c42b80,,
nogenre.xlsx,014829787,"Smith, Sydney","Wit and Wisdom of the Rev. Sydney Smith, being selections from his writings... With a biographical memoir and notes.",eng,New-York,1858,lsidyv35134120 -- lsidyv3987d3d0,,
nogenre.xlsx,014829788,"Smith, Theophilus, Sculptor",Sheffield and its neighbourhood. Photographically illustrated.,eng,London,1865,lsidyv3c1259d0,,
nogenre.xlsx,014829789,"Smith, Thomas W., Of Lewisham","A Narrative of the life, travels and sufferings of T. W. Smith. Written by himself.",eng,Boston,1844,lsidyv3ce82f6c,,
nogenre.xlsx,014829792,"Smith, Walter Wyke",Sunshine and sea. A yachting visit to the Channel Islands and coast of Brittany.,eng,London,1885,lsidyv3c02270c,,
nogenre.xlsx,014829797,"Smith, William Anderson",His Great Experiment.,eng,Glasgow,1889,lsidyv3ab6f2a8,,
nogenre.xlsx,014829798,"Smith, William Anderson",Lewsiana; or Life in the Outer Hebrides... With illustrations.,eng,London,1875,lsidyv3c3f888d,,
nogenre.xlsx,014829801,"Smith, William L. G., Counsellor-at-law",Observations on China and the Chinese.,eng,New-York,1863,lsidyv391fe330,,
nogenre.xlsx,014829802,"Smith, Wood","Wonderland, or, Curiosities of Nature and Art.",eng,London,1897,lsidyv32d45a42,,
nogenre.xlsx,014829808,"Smollett, Tobias George","The works of Tobias Smollett... Edited... with... historical notes and a life of the author, by David Herbert.",eng,William,1870,lsidyv3a31db20,,
nogenre.xlsx,014829809,"Smollett, Tobias George",The adventures of Peregrine Pickle... The eighth edition.,eng,George,1882,lsidyv39661843,,
nogenre.xlsx,014829810,"Smollett, Tobias George",The adventures of Peregrine Pickle... The eighth edition.,eng,George,1882,lsidyv397f44f4,,
nogenre.xlsx,014829811,"Smollett, Tobias George",The expedition of Humphry Clinker.,eng,George,1882,lsidyv396610c8,,
nogenre.xlsx,014829814,"Smyth, Charles Piazzi",Teneriffe; an astronomer's experiment; or specialities of a residence above the clouds... Illustrated with Photo-stereographs.,eng,London,1858,lsidyv3c73645d,,
nogenre.xlsx,014829816,"Smyth, Herbert Warington",Five Years in Siam from 1891 to 1896... With maps and illustrations by the author.,eng,London,1898,lsidyv3561038d -- lsidyv38fcae7c,,
nogenre.xlsx,014829818,"Smyth, Warington Wilkinson","A Year with the Turks: or, sketches of travel in the European and Asiatic dominions of the Sultan.",eng,London,1854,lsidyv3b9d8269,,
nogenre.xlsx,014829819,"Smyth, William; Lowe, Frederick","Narrative of a journey from Lima to Para, across the Andes and down the Amazon: undertaken with a view of ascertaining the practicability of a navigable communication with the Atlantic, by the rivers Pachitea, Ucayali, and Amazon.",eng,London,1836,lsidyv3cb0be86,,
nogenre.xlsx,014829821,"Smyth, William Henry, Rear Admiral","The Mediterranean: a memoir, physical, historical, and nautical.",eng,London,1854,lsidyv38f68a8c,,
nogenre.xlsx,014829822,"Smyth, William Henry, Rear Admiral","Nautical Observations on the Port and maritime vicinity of Cardiff, with occasional strictures on the Ninth Report of the Taff Vale Railway Directors; and some general remarks on the commerce of Glamorganshire.",eng,Cardiff,1840,lsidyv3ce4f74b,,
nogenre.xlsx,014829825,,"In the Land of the Bora: or, Camp Life and Sport in Dalmatia and the Herzegovina, 1894-5-6.",eng,London,1897,lsidyv3bdf36b0,,
nogenre.xlsx,014829830,"Snelling, William Joseph","The Polar Regions of the Western Continent explored: embracing a geographical account of Iceland, Greenland, the islands of the frozen sea, and the northern parts of the American Continent... Together with the adventures, discoveries, dangers, and trials of Parry, Franklin, Lyon, and other navigators, in those regions.",eng,Boston,1831,lsidyv3ca7b74e,,
nogenre.xlsx,014829831,"Sneyd, Henry","Cyllene, or the Fall of Paganism.",eng,London,1873,lsidyv37c4b324 -- lsidyv3b778e07,,
nogenre.xlsx,014829833,"Snider, Denton Jacques","A Walk in Hellas, or the Old in the New.",eng,Boston,1883,lsidyv3cc7fc17,,
nogenre.xlsx,014829841,"Snowden, James Keighley","The Web of an old Weaver, etc.",eng,London,1896,lsidyv3a07cff5,,
nogenre.xlsx,014829847,,"The Diary of a Solitaire, or sketch of a pedestrian excursion through part of Switzerland. With a prefatory address, and notes, etc.",eng,London,1835,lsidyv3bdfb55b,,
nogenre.xlsx,014829855,"Somerton, Alice","Ida: or, the last struggles of the Welsh for independence.",eng,London,1858,lsidyv3ab222ae,,
nogenre.xlsx,014829859,"Somerville, Mary",Physical Geography. Fourth edition... revised. With a portrait.,eng,London,1862,lsidyv3ce9cf7c,,
nogenre.xlsx,014829860,"Somerville, Mary",Physical Geography. Fourth edition... revised. With a portrait.,eng,London,1877,lsidyv3075962b,,
nogenre.xlsx,014829861,"Somerville, Thomas, Of Glasgow","George Square, Glasgow; and the lives of those whom its statues commemorate, etc.",eng,Glasgow,1891,lsidyv3c32979c,,
nogenre.xlsx,014829863,"Somerville, William",Somerville's Chase.,eng,London,1886,lsidyv3aa0a4e0,,
nogenre.xlsx,014829864,"Somerville, William","Hobbinal, or, the Rural games, etc.",eng,London,1740,lsidyv3aa171ca,,
nogenre.xlsx,014829871,,"Original Sonnets, elegiac, ethic and erotic: with some miscellaneous productions and imitations.",eng,Whitby,1799,lsidyv306a6cf8,,
nogenre.xlsx,014829872,,"Sonnets, Tour to Matlock, Recollections of Scotland, and other poems.",eng,London,1825,lsidyv346ce4df,,
nogenre.xlsx,014829876,"Sopwith, Thomas",The National Importance of preserving Mining Records.,eng,London,1844,lsidyv39031bce,,
nogenre.xlsx,014829882,,"The Boy Rover, or the Smuggler of the South Seas.",eng,,1868,lsidyv3969d5ae,,
nogenre.xlsx,014829883,"Southall, James C",The Epoch of the Mammoth and the apparition of Man upon the Earth... With illustrations.,eng,London,1878,lsidyv3ce79119,,
nogenre.xlsx,014829885,"Southall, Mary","A Description of Malvern, and it's concomitants, including a guide to the drives... and excursions. With a map,... and... embellishments.",eng,Stourport,1825,lsidyv3c2e633b,,
nogenre.xlsx,014829886,,Where to buy at Southend. An illustrated local review.,eng,Brighton,1891,lsidyv3c2f74cc,,
nogenre.xlsx,014829895,"Southey, Robert",The Curse of Kehama.,eng,London,1810,lsidyv345c72af,,
nogenre.xlsx,014829902,"Southey, Robert","Selections from the prose works of Robert Southey... chiefly for the use of Schools, etc.",eng,London,1832,lsidyv338f905e,,
nogenre.xlsx,014829904,"Southgate, Horatio, Missionary Bishop Of The Protestant Episcopal Church In America","Narrative of a tour through Armenia, Kurdistan, Persia and Mesopotamia. With an introduction and occasional observations upon the condition of Mohammedanism and Christianity in those countries.",eng,New-York,1840,lsidyv3c641d40,,
nogenre.xlsx,014829906,"Southworth, Alvan S",Four thousand miles of African Travel. A personal record of a journey up the Nile and through the Soudan to the confines of Central Africa.... With map and illustrations.,eng,New-York,1875,lsidyv3c57861b,,
nogenre.xlsx,014829907,"Sowerby, J., M.A","The Forest Cantons of Switzerland, etc.",eng,London,1892,lsidyv3bcdb497,,
nogenre.xlsx,014829908,"Sowerby, James","The British Miscellany: or, coloured figures of new, rare, or little known animal subjects, etc. vol. I., vol. II.",eng,London,1806,lsidyv3c946dd0,,
nogenre.xlsx,014829909,"Sowerby, Samuel","Samuel Sowerby: or, doings at Ravensdale Priory.",eng,London,1845,lsidyv396f9186,,
nogenre.xlsx,014829910,"Spackman, William Frederick","An Analysis of the Occupations of the People, shewing the relative importance of the agricultural, manufacturing, shipping, colonial, commercial, and mining interests, of... Great Britain and its dependencies... compiled from the census of 1841 and other official returns.",eng,London,1847,lsidyv3b9ff5cc,,
nogenre.xlsx,014829911,"Spafford, Horatio Gates","A Gazetteer of the State of New-York;... with... map, etc.",eng,Albany,1813,lsidyv307e8e3b,,
nogenre.xlsx,014829912,"Spafford, Horatio Gates","A Gazetteer of the State of New-York;... with... map, etc.",eng,Albany,1824,lsidyv307f3b62,,
nogenre.xlsx,014829913,,The Ordinances of the Mines of New Spain; translated from the original Spanish. With observations upon the mines and mining associations.,eng,London,1825,lsidyv38e8c747,,
nogenre.xlsx,014829915,,Revelations of Spain in 1845.,eng,London,1845,lsidyv308cd8d0,,
nogenre.xlsx,014829916,,Border Lands of Spain and France. With an account of a visit to the Republic of Andorre.,eng,London,1856,lsidyv3bf88ece,,
nogenre.xlsx,014829917,,Recollections of the Peninsula.,eng,London,1824,lsidyv3bfc95c1,,
nogenre.xlsx,014829918,,Sailing Directions for the coasts of Spain and Portugal extending from Cape Ortegal to the Strait of Gibraltar... New edition.,eng,London,1869,lsidyv38ed6dd6,,
nogenre.xlsx,014829919,,A Summer in Spain: being the narrative of a tour made in... 1835.,eng,London,1836,lsidyv3cafdb8b,,
nogenre.xlsx,014829920,,"Will my readers go to Spain? or, Day after Day for two months in the Peninsula.",eng,Brighton,1854,lsidyv3bf56597,,
nogenre.xlsx,014829921,,A Winter Tour in Spain.,eng,London,1868,lsidyv3bf64187,,
nogenre.xlsx,014829922,,A Year in Spain.,eng,New-York,1836,lsidyv308e963d,,
nogenre.xlsx,014829925,,"Narrative of a voyage to the Spanish Main, in the ship “Two Friends”; the occupation of Amelia Island by M'Gregor, etc.; Sketches of the Province of East Florida; and anecdotes... of the Seminole Indians: with an Appendix, containing a detail of the Seminole war, and the execution of Arbuthnot and Ambrister.",eng,London,1819,lsidyv3c9f0f68,,
nogenre.xlsx,014829926,,Spanish Pictures drawn with pen and pencil.,eng,London,1870,lsidyv3c141ce1,,
nogenre.xlsx,014829931,"Spear, Henry J.; Arrowsmith, J. W","Arrowsmith's Dictionary of Bristol, edited by H. J. Spear and J. W. Arrowsmith.",eng,Bristol,1884,lsidyv3c1e74d7,,
nogenre.xlsx,014829932,,The Tourist's Complete Guide to the Isle of Thanet and neighbourhood...,eng,Ramsgate,1874,lsidyv3c231bb9,,
nogenre.xlsx,014829933,"Spedon, Andrew Learmont","Sketches of a Tour from Canada to Paris, by way of the British Isles, during the summer of 1867.",eng,Montreal,1868,lsidyv3c65bab9,,
nogenre.xlsx,014829934,"Speed, Harry Fiennes","Cruises in Small Yachts and Big Canoes... Illustrated with... sketches, etc.",eng,London,1883,lsidyv3c1e5857,,
nogenre.xlsx,014829935,"Speedy, Cornelia Mary, Mrs",My Wanderings in the Soudan.,eng,London,1884,lsidyv3c743daf,,
nogenre.xlsx,014829936,"Speedy, Thomas",Craigmillar and its environs... With... illustrations.,eng,Selkirk,1892,lsidyv2ae983b6,,
nogenre.xlsx,014829937,"Speid, John B., Mrs",Our last Years in India.,eng,London,1862,lsidyv393db660,,
nogenre.xlsx,014829938,"Speight, Harry","Nidderdale and the Garden of the Nid: a Yorkshire Rhineland, etc.",eng,London,1894,lsidyv3c42920c,,
nogenre.xlsx,014829940,"Speight, Thomas Wilkinson","In the Dead of Night, etc.",eng,London,1898,lsidyv397b17ce,,
nogenre.xlsx,014829942,"Speight, Thomas Wilkinson",The Sandycroft Mystery.,eng,London,1890,lsidyv3ab682e8,,
nogenre.xlsx,014829944,"Speke, John Hanning",Journal of the Discovery of the Source of the Nile... Second edition.,eng,Edinburgh,1864,lsidyv3ccde0ba,,
nogenre.xlsx,014829945,"Speke, John Hanning","Lake Victoria; a narrative of explorations in search of the source of the Nile. Compiled from the Memoirs of Captains Speke and Grant, by G. C. Swayne.",eng,Edinburgh,1868,lsidyv3c7547bb,,
nogenre.xlsx,014829946,"Speke, John Hanning",What led to the discovery of the Source of the Nile.,eng,Edinburgh,1864,lsidyv3c7e3767,,
nogenre.xlsx,014829949,"Spence, Elizabeth Isabella","Letters from the North Highlands, during the Summer 1816.",eng,London,1817,lsidyv38f9e065,,
nogenre.xlsx,014829950,"Spencer, Arthur Coe","The Geology of Massanutten Mountain in Virginia. A thesis, etc.",eng,Washington,1897,lsidyv3cc0d1f4,,
nogenre.xlsx,014829952,"Spencer, Charles","The Bicycle Road Book: compiled for the use of bicyclists and pedestrians. Being a... guide to the roads of England, Scotland, and Wales, etc.",eng,London,1881,lsidyv3c219f7a -- lsidyv315991ed,,
nogenre.xlsx,014829953,"Spencer, Charles","The Cycle Directory, etc.",eng,London,1884,lsidyv3beecb23,,
nogenre.xlsx,014829954,"Spencer, Edmund","Constantine: or, the Last Days of an Empire.",eng,London,1855,lsidyv3177525e,,
nogenre.xlsx,014829956,"Spencer, Edmund","A Tour of Inquiry through France and Italy, illustrating their present social, political and religious condition.",eng,London,1853,lsidyv3c848ca9,,
nogenre.xlsx,014829957,"Spencer, Edmund","Turkey, Russia, the Black Sea, and Circassia. Third thousand, with illustrations, etc.",eng,London,1854,lsidyv3bc41523,,
nogenre.xlsx,014829959,"Spencer, Herbert","Essays; scientific, political, and speculative... Reprinted chiefly from the Quarterly Reviews. series 1, 2.",eng,London,1878,lsidyv39e48368,,
nogenre.xlsx,014829960,"Spencer, Jesse Ames",The East. Sketches of Travels in Egypt and the Holy Land.,eng,London,1850,lsidyv39311703,,
nogenre.xlsx,014829961,"Spencer, Thomas","Spencer's illustrated guide to Richmond, its castle, and neighbourhood, etc.",eng,Richmond,1889,lsidyv3c0c3571,,
nogenre.xlsx,014829964,"Spender, Edward","Fjord, Isle, and Tor.",eng,London,1870,lsidyv3c9c80df,,
nogenre.xlsx,014829965,"Spender, Edward Harold",At the Sign of the Guillotine.,eng,London,1895,lsidyv3a1884fb,,
nogenre.xlsx,014829966,"Spender, Edward Harold",Through the High Pyrenees. With illustrations and supplementary sections by H. Llewellyn Smith.,eng,London,1898,lsidyv3bcc59f8,,
nogenre.xlsx,014829967,"Spender, Lily, Mrs",Kept Secret.,eng,London,1889,lsidyv3aa4f95e,,
nogenre.xlsx,014829968,"Spender, Lily, Mrs",Lady Hazleton's Confession.,eng,London,1892,lsidyv3ae1aa88,,
nogenre.xlsx,014829971,"Spender, Lily, Mrs",A Waking.,eng,London,1892,lsidyv35443a25,,
nogenre.xlsx,014829972,"Spender, Lily, Mrs",The Wooing of Doris.,eng,London,1895,lsidyv3a84ecf8,,
nogenre.xlsx,014829974,"Spenser, Edmund","The Progress of Time; or, an emblematical representation of the Four Seasons and Twelve Months, as marching in procession round their annual circle. In imitation of Spencer's Fairy Queen.",eng,London,1749,lsidyv2eb6b3fb,,
nogenre.xlsx,014829975,,"The Log of the “Speranza,” 100 ton yawl.",eng,London,1889,lsidyv3c613a4a,,
nogenre.xlsx,014829982,"Spicer, Henry",A White Hand and a Black Thumb. And Cousin Cis.,eng,London,1864,lsidyv3a87590e,,
nogenre.xlsx,014829983,"Spillar, William A","A Short Topographical and statistical account of the Bandon Union; with some observations on the trade, agriculture, manufactures and tideways of the district.",eng,Bandon,1844,lsidyv3c39a9b6,,
nogenre.xlsx,014829984,"Spinner, Alice","Lucilla, etc.",eng,London,1896,lsidyv3a07e327,,
nogenre.xlsx,014829985,"Spix, Johann Baptist Von",Travels in Brazil in the years 1817-1820.,eng,London,1824,lsidyv3c9e9780,,
nogenre.xlsx,014829986,,Mr. Sponge's Sporting Tour... The Jorrocks edition.,eng,London,1892,lsidyv30b3e421,,
nogenre.xlsx,014829987,"Spottiswoode, William",A Tarantasse Journey through Eastern Russia in the autumn of 1856.,eng,London,1857,lsidyv3bc17950,,
nogenre.xlsx,014829988,"Spratt, Thomas Abel Bremage",Travels and Researches in Crete.,eng,London,1865,lsidyv3c0aa7ec,,
nogenre.xlsx,014829989,"Spratt, Thomas Abel Bremage; Forbes, Edward","Travels in Lycia, Milyas, and the Cibyratis, in company with the late Rev. E. T. Daniell.",eng,London,1847,lsidyv3091849e,,
nogenre.xlsx,014829995,"Spry, W. J. J., William James Joseph","The Cruise of her Majesty's Ship “Challenger.” Voyages over many seas, scenes in many lands... With map and illustrations.",eng,London,1876,lsidyv38eead0e,,
nogenre.xlsx,014829996,"Spry, W. J. J., William James Joseph","Life on the Bosphorus. Doings in the city of the Sultan. Turkey, past and present, including chronicles of the Caliphs from Mahomet to Abdul Hamid II.",eng,London,1895,lsidyv3bd5c21b,,
nogenre.xlsx,014829998,"Soutar, William",Carmarthen and its neighbourhood. Notes topographical and historical.,eng,Carmarthen,1879,lsidyv2b2f2ade,,
nogenre.xlsx,014829999,"Spurrier, William James","The Cyclists' Route Book for Great Britain and Ireland, including the Isles of Man and Wight, etc.",eng,London,1893,lsidyv3bd71dbc,,
nogenre.xlsx,014830001,,King Squash of Toadyland.,eng,London,1890,lsidyv3b2ca4c1,,
nogenre.xlsx,014830003,,Squires and Parsons. A sketch for the times.,eng,London,1860,lsidyv3ab43d80,,
nogenre.xlsx,014830006,"Stables, Gordon","The Cruise of the Land Yacht “Wanderer”; or, thirteen hundred miles in my caravan, etc.",eng,London,1886,lsidyv3c4e2594,,
nogenre.xlsx,014830011,"Stables, Gordon","The Island of Gold: a sailor's yarn, etc.",eng,London,1898,lsidyv39891d11,,
nogenre.xlsx,014830013,"Stables, Gordon","Leaves from the Log of a Gentleman Gipsy in wayside camp and caravan, etc.",eng,London,1891,lsidyv3c0d2972,,
nogenre.xlsx,014830018,"Stables, Gordon",Wild Adventures in Wild Places.,eng,London,1881,lsidyv3ba217dc,,
nogenre.xlsx,014830020,"Stadling, Jonas; Reason, Will",In the Land of Tolstoi: experiences of famine and misrule in Russia.,eng,London,1897,lsidyv3bd1d190,,
nogenre.xlsx,014830021,"Staël, Madame De, Anne-louise-germaine",Germany.... With notes and appendices by O. W. Wight.,eng,New-York,1871,lsidyv3bbebb88,,
nogenre.xlsx,014830022,,"My Cousin in the Army, etc.",eng,London,1825,lsidyv2eb758e3,,
nogenre.xlsx,014830030,"Stamer, William John Alexander",A Day at Monte Carlo.,eng,London,1894,lsidyv3bbb8481,,
nogenre.xlsx,014830031,"Standish, Frank Hall",Notices of the Northern Capitals of Europe.,eng,London,1838,lsidyv3cbb8073,,
nogenre.xlsx,014830033,"Stanford, Edward",Stanford's Compendium of Geography and Travel... Australasia. Edited and extended by A. R. Wallace... With ethnological appendix by A. H. Keane... Fifth edition.,eng,London,1888,lsidyv3bcc9d78,,
nogenre.xlsx,014830034,"Stanford, John Frederick",Rambles and Researches in Thuringian Saxony.,eng,London,1842,lsidyv3be126c2,,
nogenre.xlsx,014830035,"Harrington, Leicester Stanhope","Greece in 1823 and 1824; being a series of letters and other documents on the Greek Revolution, written during a visit to that country. To which is added the Life of Mustapha Ali.",eng,London,1824,lsidyv3c6b1b57,,
nogenre.xlsx,014830036,"Stanley, Arthur Penrhyn","Historical Memorials of Canterbury. The Landing of Augustine, the Murder of Becket, Edward the Black Prince, Becket's Shrine.",eng,London,1855,lsidyv3c0ea367,,
nogenre.xlsx,014830037,"Stanley, Arthur Penrhyn","Historical Memorials of Canterbury. The Landing of Augustine, the Murder of Becket, Edward the Black Prince, Becket's Shrine.",eng,London,1855,lsidyv3c1d4db3,,
nogenre.xlsx,014830038,"Stanley, Arthur Penrhyn","Historical Memorials of Canterbury. The Landing of Augustine, the Murder of Becket, Edward the Black Prince, Becket's Shrine.",eng,London,1865,lsidyv3c1c839e,,
nogenre.xlsx,014830043,"Stanley, Arthur Penrhyn","Sinai and Palestine, etc.",eng,London,1862,lsidyv3c7263da,,
nogenre.xlsx,014830044,"Stanley, Arthur Penrhyn","Sinai and Palestine, etc.",eng,London,1866,lsidyv3c91095d,,
nogenre.xlsx,014830048,"Stanley, Henry M., Henry Morton","Across Africa, and the Rescue and Retreat of Emin Pasha.",eng,London,1890,lsidyv3c955400,,
nogenre.xlsx,014830049,"Stanley, Henry M., Henry Morton",Address to the Manchester Chamber of Commerce,eng,,1884,lsidyv3cbb205b,,
nogenre.xlsx,014830050,"Stanley, Henry M., Henry Morton",The Great Forest of Central Africa; its Cannibals and Pigmies.,eng,London,1890,lsidyv3c956115,,
nogenre.xlsx,014830051,"Stanley, Henry M., Henry Morton","How I found Livingstone; travels, adventures, and discoveries in Central Africa; including four months' residence with Dr. Livingstone... Illustrations and maps.",eng,London,1872,lsidyv3c6d7eb5,,
nogenre.xlsx,014830052,"Stanley, Henry M., Henry Morton","How I found Livingstone; travels, adventures, and discoveries in Central Africa; including four months' residence with Dr. Livingstone... Illustrations and maps.",eng,London,1874,lsidyv3c5b2ed8,,
nogenre.xlsx,014830053,"Stanley, Henry M., Henry Morton",In Darkest Africa... with... woodcut illustrations and maps... New edition.,eng,London,1893,lsidyv3c952ef1,,
nogenre.xlsx,014830054,"Stanley, Henry M., Henry Morton",Incidents of the Journey through the Dark Continent.,eng,London,1886,lsidyv3cbb1eba,,
nogenre.xlsx,014830055,"Stanley, Henry M., Henry Morton",My African Travels.,eng,London,1886,lsidyv3c954692,,
nogenre.xlsx,014830056,"Stanley, Henry M., Henry Morton",My Early Travels and Adventures in America and Asia... With two maps and two photogravure portraits.,eng,London,1895,lsidyv3bf07394,,
nogenre.xlsx,014830057,"Stanley, Henry M., Henry Morton",The Rescue of Emin Pasha and our march athwart Darkest Africa.,eng,London,1890,lsidyv3c95624a,,
nogenre.xlsx,014830058,"Stanley, Henry M., Henry Morton","Stanley and Africa: also, the travels, adventures, and discoveries of Captain John H. Speke, Captain Richard F. Burton... and other distinguished explorers.",eng,Birmingham,1890,lsidyv3c747c6e,,
nogenre.xlsx,014830059,"Stanley, Henry M., Henry Morton",Stanley and Africa.,eng,London,1890,lsidyv3c93f2c2,,
nogenre.xlsx,014830061,"Stansbury, P",A Pedestrian Tour of two thousand three hundred miles in North America. Embellished with views.,eng,New-York,1822,lsidyv3bdee6fa,,
nogenre.xlsx,014830064,"Stapfer, Edmond",Palestine in the time of Christ... Translated by A. H. Holmden.,eng,London,1886,lsidyv393896f4,,
nogenre.xlsx,014830068,"Stark, Archibald G",The South of Ireland in 1850; being the journal of a tour in Leinster and Munster.... With numerous illustrations.,eng,Dublin,1850,lsidyv3c39d2a2,,
nogenre.xlsx,014830070,"Starke, Mariana","Information and Directions for Travellers on the Continent... New edition, thoroughly revised, and with considerable additions.",eng,Paris,1828,lsidyv3c0b6385,,
nogenre.xlsx,014830071,"Starke, Mariana","Information and Directions for Travellers on the Continent... New edition, thoroughly revised, and with considerable additions.",eng,London,1829,lsidyv3cad9610,,
nogenre.xlsx,014830072,"Starke, Mariana","Travels in Europe between the years 1824 and 1828... Comprising an historical account of Sicily, etc.",eng,London,1828,lsidyv3bcc261c,,
nogenre.xlsx,014830075,"Statham, F. Reginald, Francis Reginald",Poems and Sonnets.,eng,London,1895,lsidyv352bdc35,,
nogenre.xlsx,014830076,"Statham, F. Reginald, Francis Reginald",South Africa as it is.,eng,London,1897,lsidyv3c60341c,,
nogenre.xlsx,014830077,"Staunton, George Thomas","Miscellaneous Notices relating to China... Second edition, enlarged in 1822, and accompanied, in 1850, by introductory observations on the events which have affected our Chinese commerce during that interval.",eng,London,1822,lsidyv308a2ffd,,
nogenre.xlsx,014830079,"Staunton, Sidney A","The War in Tong-King. Why the French are in Tong-King, and what they are doing there. 2nd edition.",eng,Boston,1884,lsidyv393d95e5,,
nogenre.xlsx,014830080,"Stead, Richard",Bygone Kent. Edited by R. Stead.,eng,Canterbury,1892,lsidyv3c433b49,,
nogenre.xlsx,014830081,"Stearns, Frank Preston",Sketches from Concord and Appledore.,eng,New-York,1895,lsidyv3017682f,,
nogenre.xlsx,014830086,"Stebbings, Arthur","A. Stebbings's Visitor's Guide-book to Lowestoft, etc.",eng,Lowestoft,1887,lsidyv2b592486,,
